	RUT	N°ALUMNO	SEXO	CURRICULUM	CODIGO PROGRAMA	PROGRAMA	CODIGO PREFERENCIA ESPECIALIDAD	PREFERENCIA ESPECIALIDAD	CODIGO PREFERENCIA MAJOR	PREFERENCIA MAJOR	CODIGO MAJOR SELECCIONADO	MAJOR SELECCIONADO	CODIGO MINOR SELECCIONADO	MINOR SELECCIONADO	TRACK/ÁREA	PLAN DE ESTUDIOS PERSONALIZADO	ESTADO	AÑO INGRESO	VÍA DE INGRESO	TIPO INGRESO ESPECIAL	PROM. PPA	TOTAL CRÉDITOS APROBADOS	TOTAL CRÉDITOS CONVALIDADOS	TOTAL CRÉDITOS APROBADOS+CONVALIDADOS	TOTAL CRÉDITOS REPROBADOS	TOTAL CRÉDITOS INSCRITOS	ESTUDIOS VIGENTES(PARALELO)	ESTUDIOS NO VIGENTES(FINALIZADOS POR ALGÚN MOTIVO)	LICENCIADO	FECHA LIC.	EGRESADO	FECHA EGR.	TITULADO	COLEGIO REGIÓN	COLEGIO TIPO	COLEGIO EGRESO	ESTADO DSRD ACTUAL	TIPO INGRESO	PUESTO
56	508	508	F	C2013	90001	LIC CCNN Y MATEMATIC	 	 	 	 	81022	MAJOR EN INGENIERÍA BIOLÓGICA	81107	MINOR DE PROFUNDIDAD EN BIOINGENIERÍA		NO	TRASPASO A OTRA CARRERA	2013	ORDINARIA PAA		"4,44"	200	0	200	40	240	ING CIVIL	LIC CCNN Y MATEMATIC(TRAS)	NO		NO		NO	XIII	PARTICULAR FINANCIAMIENTO COMPARTIDO	2012	342	College	278
57	538	538	M	C2013	90001	LIC CCNN Y MATEMATIC	 	 	 	 	81008	MAJOR EN INGENIERÍA MECÁNICA	81145	MINOR DE PROFUNDIDAD EN MECATRÓNICA		SI	TRASPASO A OTRA CARRERA	2013	ORDINARIA PAA		"4,58"	200	0	200	20	220	ING CIVIL	LIC CCNN Y MATEMATIC(TRAS)	NO		NO		NO	XIII	PARTICULAR PAGADO	2012	342	College	302
58	540	540	M	C2013	90001	LIC CCNN Y MATEMATIC	 	 	 	 	81020	"MAJOR EN INGENIERÍA, DISEÑO E INNOVACIÓN"	81126	MINOR DE AMPLITUD EN PROGRAMACIÓN	Track Ingeniería	SI	TRASPASO A OTRA CARRERA	2013	ORDINARIA PAA		"5,15"	200	0	200	30	230	ING CIVIL	LIC CCNN Y MATEMATIC(TRAS)	NO		NO		NO	XIII	PARTICULAR PAGADO	2012	342	College	335
59	545	545	M	C2013	90001	LIC CCNN Y MATEMATIC	 	 	 	 	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81121	MINOR DE AMPLITUD EN HIDROLOGÍA AMBIENTAL		SI	TRASPASO A OTRA CARRERA	2013	ORDINARIA PAA		"4,92"	205	0	205	0	205	ING CIVIL	LIC CCNN Y MATEMATIC(TRAS)	NO		NO		NO	XIII	PARTICULAR PAGADO	2012	342	College	342
60	547	547	M	C2013	90001	LIC CCNN Y MATEMATIC	 	 	 	 	81008	MAJOR EN INGENIERÍA MECÁNICA	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL		SI	TRASPASO A OTRA CARRERA	2013	ORDINARIA PAA		"4,95"	200	0	200	20	220	ING CIVIL	LIC CCNN Y MATEMATIC(TRAS)	NO		NO		NO	XIII	PARTICULAR PAGADO	2012	342	College	156
61	553	553	M	C2013	90001	LIC CCNN Y MATEMATIC	 	 	 	 	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81126	MINOR DE AMPLITUD EN PROGRAMACIÓN		NO	TRASPASO A OTRA CARRERA	2013	ORDINARIA PAA		"4,68"	200	0	200	0	200	ING CIVIL	LIC CCNN Y MATEMATIC(TRAS)	NO		NO		NO	XIII	PARTICULAR PAGADO	2012	342	College	162
62	565	565	M	C2013	90001	LIC CCNN Y MATEMATIC	 	 	 	 	81015	MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL		SI	TRASPASO A OTRA CARRERA	2013	ORDINARIA PAA		"4,81"	215	0	215	30	245	ING CIVIL	LIC CCNN Y MATEMATIC(TRAS)	NO		NO		NO	XIII	PARTICULAR PAGADO	2012	342	College	244
63	566	566	M	C2013	90001	LIC CCNN Y MATEMATIC	 	 	 	 	81020	"MAJOR EN INGENIERÍA, DISEÑO E INNOVACIÓN"	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL	Track Ingeniería	SI	TRASPASO A OTRA CARRERA	2013	ORDINARIA PAA		"4,74"	200	0	200	10	210	ING CIVIL	LIC CCNN Y MATEMATIC(TRAS)	NO		NO		NO	XIII	PARTICULAR PAGADO	2012	342	College	222
64	579	579	M	C2013	90001	LIC CCNN Y MATEMATIC	 	 	 	 	81017	MAJOR EN INGENIERÍA AMBIENTAL	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL		NO	TRASPASO A OTRA CARRERA	2013	ORDINARIA PAA		"4,83"	200	0	200	20	220	ING CIVIL	LIC CCNN Y MATEMATIC(TRAS)	NO		NO		NO	XIII	PARTICULAR PAGADO	2012	342	College	112
65	582	582	M	C2013	90001	LIC CCNN Y MATEMATIC	 	 	 	 	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81126	MINOR DE AMPLITUD EN PROGRAMACIÓN		SI	TRASPASO A OTRA CARRERA	2013	ORDINARIA PAA		"4,80"	200	0	200	10	210	ING CIVIL	LIC CCNN Y MATEMATIC(TRAS)	NO		NO		NO	XIII	PARTICULAR PAGADO	2012	342	College	239
66	585	585	M	C2013	90001	LIC CCNN Y MATEMATIC	 	 	 	 	81016	MAJOR EN CIENCIAS AMBIENTALES	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL		SI	TRASPASO A OTRA CARRERA	2013	ORDINARIA PAA		"4,82"	200	0	200	20	220	ING CIVIL	LIC CCNN Y MATEMATIC(TRAS)	NO		NO		NO	VI	PARTICULAR PAGADO	2012	342	College	146
67	589	589	M	C2013	90001	LIC CCNN Y MATEMATIC	 	 	 	 	81016	MAJOR EN CIENCIAS AMBIENTALES	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL		NO	TRASPASO A OTRA CARRERA	2013	ORDINARIA PAA		"4,62"	220	0	220	40	260	ING CIVIL	LIC CCNN Y MATEMATIC(TRAS)	NO		NO		NO	XIII	PARTICULAR PAGADO	2012	342	College	250
68	609	609	M	C2013	90001	LIC CCNN Y MATEMATIC	 	 	 	 	81014	MAJOR EN INGENIERÍA DE CONSTRUCCIÓN	81123	MINOR DE AMPLITUD EN INGENIERÍA ESTRUCTURAL		NO	TRASPASO A OTRA CARRERA	2013	ORDINARIA PAA		"4,80"	205	0	205	20	225	ING CIVIL	LIC CCNN Y MATEMATIC(TRAS)	NO		NO		NO	XIII	PARTICULAR PAGADO	2012	342	College	66
69	618	618	M	C2013	90001	LIC CCNN Y MATEMATIC	 	 	 	 	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81114	MINOR DE AMPLITUD EN SISTEMAS DE TRANSPORTE		NO	TRASPASO A OTRA CARRERA	2013	ORDINARIA PAA		"5,05"	205	0	205	10	215	ING CIVIL	LIC CCNN Y MATEMATIC(TRAS)	NO		NO		NO	XIII	PARTICULAR PAGADO	2012	342	College	138
70	622	622	M	C2013	90001	LIC CCNN Y MATEMATIC	 	 	 	 	81098	MAJOR EN INVESTIGACIÓN OPERATIVA (V.2014)	81126	MINOR DE AMPLITUD EN PROGRAMACIÓN		SI	TRASPASO A OTRA CARRERA	2013	ORDINARIA PAA		"4,65"	200	0	200	20	220	ING CIVIL	LIC CCNN Y MATEMATIC(TRAS)	NO		NO		NO	XIII	PARTICULAR PAGADO	2012	342	College	104
71	626	626	F	C2013	90001	LIC CCNN Y MATEMATIC	 	 	 	 	81098	MAJOR EN INVESTIGACIÓN OPERATIVA (V.2014)	81114	MINOR DE AMPLITUD EN SISTEMAS DE TRANSPORTE		SI	TRASPASO A OTRA CARRERA	2013	ORDINARIA PAA		"5,06"	205	0	205	10	215	ING CIVIL	LIC CCNN Y MATEMATIC(TRAS)	NO		NO		NO	VIII	PARTICULAR PAGADO	2012	342	College	220
72	631	631	M	C2013	90001	LIC CCNN Y MATEMATIC	 	 	 	 	81015	MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL		SI	TRASPASO A OTRA CARRERA	2013	ORDINARIA PAA		"4,72"	200	0	200	60	260	ING CIVIL	LIC CCNN Y MATEMATIC(TRAS)	NO		NO		NO	XIII	PARTICULAR PAGADO	2012	342	College	109
73	632	632	M	C2013	90001	LIC CCNN Y MATEMATIC	 	 	 	 	 	 	 	 	 	SI	NO VIGENTE TITULADO	2013	ORDINARIA PAA		"5,24"	440	0	440	0	440	ING CIVIL IND TRANSP	LIC CCNN Y MATEMATIC()	NO		SI	31/12/2016	SI	XIII	PARTICULAR FINANCIAMIENTO COMPARTIDO	2012	335	-	14
74	643	643	F	C2013	90001	LIC CCNN Y MATEMATIC	 	 	 	 	81021	MAJOR EN INGENIERÍA BIOMÉDICA	81105	MINOR DE PROFUNDIDAD EN BIOMATERIALES	Track General	NO	TRASPASO A OTRA CARRERA	2013	ORDINARIA PAA		"5,77"	210	0	210	0	210	ING CIVIL	LIC CCNN Y MATEMATIC(TRAS)	NO		NO		NO	XIII	PARTICULAR PAGADO	2012	342	College	34
75	646	646	M	C2013	90001	LIC CCNN Y MATEMATIC	 	 	 	 	81013	MAJOR EN INGENIERÍA ELÉCTRICA	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL		SI	TRASPASO A OTRA CARRERA	2013	ORDINARIA PAA		"4,96"	240	0	240	10	250	ING CIVIL	LIC CCNN Y MATEMATIC(TRAS)	NO		NO		NO	XIII	PARTICULAR PAGADO	2012	342	College	180
76	647	647	M	C2013	90001	LIC CCNN Y MATEMATIC	 	 	 	 	81008	MAJOR EN INGENIERÍA MECÁNICA	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL		SI	TRASPASO A OTRA CARRERA	2013	ORDINARIA PAA		"5,24"	200	0	200	0	200	ING CIVIL	LIC CCNN Y MATEMATIC(TRAS)	NO		NO		NO	XIII	PARTICULAR PAGADO	2012	342	College	42
77	649	649	F	C2013	90001	LIC CCNN Y MATEMATIC	 	 	 	 	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81114	MINOR DE AMPLITUD EN SISTEMAS DE TRANSPORTE		SI	TRASPASO A OTRA CARRERA	2013	ORDINARIA PAA		"4,91"	200	0	200	10	210	ING CIVIL	LIC CCNN Y MATEMATIC(TRAS)	NO		NO		NO	XIII	PARTICULAR PAGADO	2012	342	College	83
78	657	657	M	C2013	90001	LIC CCNN Y MATEMATIC	 	 	 	 	81008	MAJOR EN INGENIERÍA MECÁNICA	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL		SI	TRASPASO A OTRA CARRERA	2013	ORDINARIA PAA		"4,77"	220	0	220	40	260	ING CIVIL	LIC CCNN Y MATEMATIC(TRAS)	NO		NO		NO	XIII	PARTICULAR PAGADO	2012	342	College	99
79	667	667	M	C2013	90001	LIC CCNN Y MATEMATIC	 	 	 	 	81010	MAJOR EN INGENIERÍA HIDRÁULICA	81118	MINOR DE AMPLITUD EN INGENIERÍA MECÁNICA	Track Ingeniería Hidráulica	NO	TRASPASO A OTRA CARRERA	2013	ORDINARIA PAA		"5,03"	200	0	200	20	220	ING CIVIL	LIC CCNN Y MATEMATIC(TRAS)	NO		NO		NO	XIII	PARTICULAR PAGADO	2012	342	College	75
80	668	668	M	C2013	90001	LIC CCNN Y MATEMATIC	 	 	 	 	81098	MAJOR EN INVESTIGACIÓN OPERATIVA (V.2014)	81121	MINOR DE AMPLITUD EN HIDROLOGÍA AMBIENTAL		SI	TRASPASO A OTRA CARRERA	2013	ORDINARIA PAA		"4,63"	230	0	230	30	260	ING CIVIL	LIC CCNN Y MATEMATIC(TRAS)	NO		NO		NO	XIII	PARTICULAR PAGADO	2012	342	College	384
81	683	683	F	C2013	90001	LIC CCNN Y MATEMATIC	 	 	 	 	81017	MAJOR EN INGENIERÍA AMBIENTAL	81133	MINOR DE PROFUNDIDAD EN INNOVACIÓN EN SISTEMAS DE TRATAMIENTO DE AGUAS		SI	TRASPASO A OTRA CARRERA	2013	ORDINARIA PAA		"4,79"	200	0	200	40	240	ING CIVIL	LIC CCNN Y MATEMATIC(TRAS)	NO		NO		NO	XIII	PARTICULAR FINANCIAMIENTO COMPARTIDO	2012	342	College	77
82	700	700	F	C2013	90001	LIC CCNN Y MATEMATIC	 	 	 	 	81008	MAJOR EN INGENIERÍA MECÁNICA	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL		SI	TRASPASO A OTRA CARRERA	2013	ORDINARIA PAA		"5,14"	215	0	215	0	215	ING CIVIL	LIC CCNN Y MATEMATIC(TRAS)	NO		NO		NO	XIII	PARTICULAR PAGADO	2012	342	College	182
83	722	722	F	C2013	90001	LIC CCNN Y MATEMATIC	 	 	 	 	81017	MAJOR EN INGENIERÍA AMBIENTAL	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL		NO	TRASPASO A OTRA CARRERA	2013	ORDINARIA PAA		"4,77"	200	0	200	30	230	ING CIVIL	LIC CCNN Y MATEMATIC(TRAS)	NO		NO		NO	XIII	PARTICULAR FINANCIAMIENTO COMPARTIDO	2012	342	College	57
84	723	723	M	C2013	90001	LIC CCNN Y MATEMATIC	 	 	 	 	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81121	MINOR DE AMPLITUD EN HIDROLOGÍA AMBIENTAL		SI	TRASPASO A OTRA CARRERA	2013	ORDINARIA PAA		"4,80"	200	0	200	30	230	ING CIVIL	LIC CCNN Y MATEMATIC(TRAS)	NO		NO		NO	VI	PARTICULAR PAGADO	2012	342	College	76
85	754	754	F	C2013	90001	LIC CCNN Y MATEMATIC	 	 	 	 	81021	MAJOR EN INGENIERÍA BIOMÉDICA	81105	MINOR DE PROFUNDIDAD EN BIOMATERIALES	Track General	SI	TRASPASO A OTRA CARRERA	2013	ORDINARIA PAA		"5,25"	205	0	205	0	205	ING CIVIL IND-MECANI	"ING CIVIL(), LIC CCNN Y MATEMATIC(TRAS)"	NO		NO		NO	XIII	MUNICIPAL SUBVENCIONADO GRATUITO	2012	342	College	115
86	766	766	F	C2013	90001	LIC CCNN Y MATEMATIC	 	 	 	 	81020	"MAJOR EN INGENIERÍA, DISEÑO E INNOVACIÓN"	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL	Track Ingeniería y Diseño	NO	TRASPASO A OTRA CARRERA	2013	ORDINARIA PAA		"5,16"	200	0	200	10	210	ING CIVIL	LIC CCNN Y MATEMATIC(TRAS)	NO		NO		NO	XIII	PARTICULAR PAGADO	2012	342	College	68
87	770	770	F	C2013	90001	LIC CCNN Y MATEMATIC	 	 	 	 	81015	MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE	81152	MINOR DE PROFUNDIDAD EN FUNDAMENTOS CIENTÍFICOS Y TECNOLÓGICOS DE LA COMPUTACIÓN		NO	TRASPASO A OTRA CARRERA	2013	ORDINARIA PAA		"4,91"	200	0	200	20	220	ING CIVIL	LIC CCNN Y MATEMATIC(TRAS)	NO		NO		NO	XIII	PARTICULAR PAGADO	2012	342	College	25
88	777	777	M	C2013	90001	LIC CCNN Y MATEMATIC	 	 	 	 	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81114	MINOR DE AMPLITUD EN SISTEMAS DE TRANSPORTE		NO	TRASPASO A OTRA CARRERA	2013	ORDINARIA PAA		"4,93"	205	0	205	20	225	ING CIVIL	LIC CCNN Y MATEMATIC(TRAS)	NO		NO		NO	XIII	PARTICULAR PAGADO	2012	342	College	375
89	781	781	M	C2013	90001	LIC CCNN Y MATEMATIC	 	 	 	 	81021	MAJOR EN INGENIERÍA BIOMÉDICA	10001	MINOR DE PROFUNDIDAD ARTICULACIÓN PREMEDICINA	Track Premed	SI	TRASPASO A OTRA CARRERA	2013	ORDINARIA PAA		"5,82"	210	0	210	10	220		"LIC CCNN Y MATEMATIC(TRAS), LIC CCNN Y MATEMATIC(TRAS), ING CIVIL(TRAS)"	NO		NO		NO	XIII	PARTICULAR PAGADO	2012	342	College	100
90	781	781	M	C2013	90001	LIC CCNN Y MATEMATIC	 	 	 	 	81021	MAJOR EN INGENIERÍA BIOMÉDICA	10001	MINOR DE PROFUNDIDAD ARTICULACIÓN PREMEDICINA	Track Premed	SI	TRASPASO A OTRA CARRERA	2013	ORDINARIA PAA		"5,82"	210	0	210	10	220		"LIC CCNN Y MATEMATIC(TRAS), LIC CCNN Y MATEMATIC(TRAS), ING CIVIL(TRAS)"	NO		NO		NO	XIII	PARTICULAR PAGADO	2012	342	College	100
91	798	798	M	C2013	90001	LIC CCNN Y MATEMATIC	 	 	 	 	81001	MAJOR EN INGENIERÍA QUÍMICA	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL		SI	TRASPASO A OTRA CARRERA	2013	ORDINARIA PAA		"5,70"	200	0	200	0	200	ING CIVIL	LIC CCNN Y MATEMATIC(TRAS)	NO		NO		NO	XIII	PARTICULAR FINANCIAMIENTO COMPARTIDO	2012	342	College	106
92	1	1	M	C2013	40013	ING CIVIL	 	 	81007	MAJOR EN INGENIERÍA MINERA	81007	MAJOR EN INGENIERÍA MINERA	81143	MINOR DE PROFUNDIDAD EN PROCESOS MINEROS		NO	REGULAR	2013	ORDINARIA PAA		"4,82"	445	0	445	110	605	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	672
93	2	2	M	C2013	40013	ING CIVIL	40093	"Ingeniero Civil de Industrias, Diploma en Ingeniería de Minería"	 	 	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81114	MINOR DE AMPLITUD EN SISTEMAS DE TRANSPORTE		NO	REGULAR	2013	ORDINARIA PAA		"4,60"	335	0	335	70	465	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	409
94	3	3	M	C2013	40013	ING CIVIL	40005	Ingeniero Civil Electricista	81013	MAJOR EN INGENIERÍA ELÉCTRICA	81003	MAJOR EN SISTEMAS AUTÓNOMOS Y ROBÓTICOS	81134	MINOR DE PROFUNDIDAD EN AUTOMATIZACIÓN E INTELIGENCIA COMPUTACIONAL		NO	REGULAR	2013	ORDINARIA PAA		"6,09"	500	5	505	0	530	"ING CIVIL, MAG EN CS INGENIERIA"		NO		NO		NO	XIII	MUNICIPAL SUBVENCIONADO GRATUITO	2012	100	-	10
95	7	7	M	C2009	40002	ING CIVIL PLAN COMUN	40062	"Ingeniero Civil de Industrias, Diploma en Ingeniería Eléctrica"	81006	MAJOR EN INGENIERÍA CIVIL	 	 	 	 	 	NO	NO VIGENTE RENDIMIENTO ACADEMICO	2013	ORDINARIA PAA		"0,00"	185	160	345	90	275		ING CIVIL PLAN COMUN()	NO		NO		NO	XIII	MUNICIPAL SUBVENCIONADO GRATUITO	2004	334	-	
96	11	11	M	C2013	40013	ING CIVIL	 	 	 	 	 	 	 	 	 	NO	NO VIGENTE RENUNCIADO	2013	ORDINARIA PAA		"4,17"	30	140	170	20	50		ING CIVIL()	NO		NO		NO	XIII	PARTICULAR PAGADO	2008	333	-	382
97	14	14	M	C2013	40013	ING CIVIL	40006	Ingeniero Civil Mecánico	81008	MAJOR EN INGENIERÍA MECÁNICA	81003	MAJOR EN SISTEMAS AUTÓNOMOS Y ROBÓTICOS	81134	MINOR DE PROFUNDIDAD EN AUTOMATIZACIÓN E INTELIGENCIA COMPUTACIONAL		SI	REGULAR	2013	ORDINARIA PAA		"4,65"	190	230	420	120	340	ING CIVIL	"LIC CCNN Y MATEMATIC(), BACH EN CIENCIAS()"	NO		NO		NO	XIII	PARTICULAR FINANCIAMIENTO COMPARTIDO	2007	100	-	425
98	15	15	F	C2013	40013	ING CIVIL	 	 	81021	MAJOR EN INGENIERÍA BIOMÉDICA	81006	MAJOR EN INGENIERÍA CIVIL	10000	SELECCIONAR ESTE TEXTO PARA REALIZAR INSCRIPCIÓN	Track Ingeniería Ambiental	NO	REGULAR	2013	ORDINARIA PAA		"4,85"	375	65	440	90	520	ING CIVIL		NO		NO		NO	II	PARTICULAR PAGADO	2007	100	-	262
99	16	16	M	C2013	40013	ING CIVIL	 	 	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81021	MAJOR EN INGENIERÍA BIOMÉDICA	10001	MINOR DE PROFUNDIDAD ARTICULACIÓN PREMEDICINA	Track Premed	SI	TRASPASO A OTRA CARRERA	2013	ORDINARIA PAA		"4,96"	430	0	430	30	460		ING CIVIL(TRAS)	NO		NO		NO	VI	PARTICULAR FINANCIAMIENTO COMPARTIDO	2009	342	-	412
100	22	22	M	C2013	40013	ING CIVIL	 	 	81005	MAJOR EN GEOCIENCIAS	81005	MAJOR EN GEOCIENCIAS	81136	MINOR DE PROFUNDIDAD EN PELIGROS GEOLÓGICOS		SI	TERMINO DE CICLO	2013	ORDINARIA PAA		"5,10"	365	45	410	10	375	MAG EN CS INGENIERIA	"ING CIVIL PLAN COMUN(), ING CIVIL BIOTECNOL(), ING CIVIL()"	NO		NO		NO	XIII	PARTICULAR PAGADO	2008	341	-	464
101	26	26	F	C2009	40002	ING CIVIL PLAN COMUN	 	 	81012	MAJOR EN INGENIERÍA ESTRUCTURAL	 	 	 	 	 	NO	REGULAR	2013	ORDINARIA PAA		"4,56"	295	115	410	120	465	ING CIVIL PLAN COMUN	LIC CCNN Y MATEMATIC()	NO		NO		NO	XIII	PARTICULAR PAGADO	2009	100	-	
102	28	28	M	C2013	40013	ING CIVIL	 	 	81010	MAJOR EN INGENIERÍA HIDRÁULICA	81010	MAJOR EN INGENIERÍA HIDRÁULICA	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL	Track Ingeniería Hidráulica	SI	REGULAR	2013	ORDINARIA PAA		"4,43"	370	60	430	130	560	ING CIVIL	LIC CCNN Y MATEMATIC()	NO		NO		NO	XIII	PARTICULAR PAGADO	2010	100	-	580
103	39	39	F	C2013	40013	ING CIVIL	40092	"Ingeniero Civil de Industrias, Diploma en Ingeniería de Transporte"	81020	"MAJOR EN INGENIERÍA, DISEÑO E INNOVACIÓN"	81020	"MAJOR EN INGENIERÍA, DISEÑO E INNOVACIÓN"	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL	Track Ingeniería y Diseño	NO	REGULAR	2013	ORDINARIA PAA		"4,98"	340	70	410	90	490	ING CIVIL		NO		NO		NO	XIII	MUNICIPAL SUBVENCIONADO GRATUITO	2010	100	-	538
104	40	40	M	C2013	40013	ING CIVIL	40007	Ingeniero Civil de Computación	81015	MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE	81015	MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL		SI	REGULAR	2013	ORDINARIA PAA		"4,77"	435	65	500	50	530	ING CIVIL	LIC CCNN Y MATEMATIC()	NO		NO		NO	XIII	PARTICULAR PAGADO	2011	100	-	536
105	41	41	M	C2013	40013	ING CIVIL	40007	Ingeniero Civil de Computación	81015	MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE	81015	MAJOR EN COMPUTACIÓN E INGENIERÍA DE SOFTWARE	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL		SI	REGULAR	2013	ORDINARIA PAA		"5,40"	460	0	460	20	540	ING CIVIL		NO		NO		NO	XIV	PARTICULAR PAGADO	2012	100	-	517
106	44	44	M	C2013	40013	ING CIVIL	 	 	81012	MAJOR EN INGENIERÍA ESTRUCTURAL	81006	MAJOR EN INGENIERÍA CIVIL	10000	SELECCIONAR ESTE TEXTO PARA REALIZAR INSCRIPCIÓN	Track Ingeniería Estructural	SI	REGULAR	2013	ORDINARIA PAA		"4,61"	425	135	560	70	515	ING CIVIL		NO		NO		NO	XIII	MUNICIPAL SUBVENCIONADO GRATUITO	2009	100	-	274
107	48	48	F	C2013	40013	ING CIVIL	 	 	 	 	81014	MAJOR EN INGENIERÍA DE CONSTRUCCIÓN	81120	MINOR DE AMPLITUD EN INGENIERÍA INDUSTRIAL		NO	REGULAR	2013	ORDINARIA PAA		"4,87"	425	105	530	70	520	ING CIVIL		NO		NO		NO	II	PARTICULAR PAGADO	2010	100	-	666
108	49	49	M	C2013	40013	ING CIVIL	 	 	81008	MAJOR EN INGENIERÍA MECÁNICA	 	 	 	 	 	NO	NO VIGENTE RENDIMIENTO ACADEMICO	2013	ORDINARIA PAA		"3,89"	60	0	60	90	150		ING CIVIL()	NO		NO		NO	IV	PARTICULAR PAGADO	2011	334	-	591
109	50	50	M	C2013	40013	ING CIVIL	 	 	81003	MAJOR EN SISTEMAS AUTÓNOMOS Y ROBÓTICOS	81003	MAJOR EN SISTEMAS AUTÓNOMOS Y ROBÓTICOS	81134	MINOR DE PROFUNDIDAD EN AUTOMATIZACIÓN E INTELIGENCIA COMPUTACIONAL		NO	REGULAR	2013	ORDINARIA PAA		"5,61"	525	0	525	0	580	ING CIVIL		NO		NO		NO	XIII	PARTICULAR PAGADO	2012	100	-	122
110	51	51	F	C2013	40013	ING CIVIL	 	 	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81114	MINOR DE AMPLITUD EN SISTEMAS DE TRANSPORTE		SI	REGULAR	2013	ORDINARIA PAA		"5,14"	500	10	510	10	550	ING CIVIL		NO		NO		NO	IV	PARTICULAR FINANCIAMIENTO COMPARTIDO	2011	100	-	609
111	52	52	M	C2013	40013	ING CIVIL	 	 	81017	MAJOR EN INGENIERÍA AMBIENTAL	81098	MAJOR EN INVESTIGACIÓN OPERATIVA (V.2014)	81129	MINOR DE AMPLITUD EN AGUA Y MINERÍA		SI	REGULAR	2013	ORDINARIA PAA		"4,65"	350	20	370	100	505	ING CIVIL	LIC CCNN Y MATEMATIC()	NO		NO		NO	XIII	MUNICIPAL SUBVENCIONADO GRATUITO	2010	100	-	669
112	54	54	M	C2013	40013	ING CIVIL	 	 	81006	MAJOR EN INGENIERÍA CIVIL	81006	MAJOR EN INGENIERÍA CIVIL	10000	SELECCIONAR ESTE TEXTO PARA REALIZAR INSCRIPCIÓN	Track Ingeniería Estructural	NO	REGULAR	2013	ORDINARIA PAA		"5,54"	495	10	505	0	535	ING CIVIL		NO		NO		NO	I	PARTICULAR FINANCIAMIENTO COMPARTIDO	2011	100	-	265
113	55	55	M	C2013	40013	ING CIVIL	40004	"Ingeniero Civil de Industrias, Diploma en Ingeniería Ambiental"	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81113	MINOR DE AMPLITUD EN EXTERNALIDADES DE TRANSPORTE		SI	AUSENTE POR NO INSCRITO EN CURSO	2013	ORDINARIA PAA		"5,45"	490	60	550	0	490	ING CIVIL	LIC CCNN Y MATEMATIC()	NO		NO		NO	XIII	PARTICULAR PAGADO	2011	227	-	633
114	65	65	M	C2013	40013	ING CIVIL	 	 	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81009	MAJOR EN INVESTIGACIÓN OPERATIVA	81114	MINOR DE AMPLITUD EN SISTEMAS DE TRANSPORTE		SI	REGULAR	2013	ORDINARIA PAA		"4,72"	440	50	490	20	460	ING CIVIL	LIC CCNN Y MATEMATIC()	NO		NO		NO	XIII	PARTICULAR PAGADO	2011	100	-	320
